1931	O
Schloß	ORT
Gripsholm	ORT
Erstes	O
Kapitel	O
1	O
8	O
.	O
Juni	O
Wie	O
Sie	O
wissen	O
	
habe	O
ich	O
in	O
der	O
letzten	O
Zeit	O
allerhand	O
politische	O
Bücher	O
verlegt	O
	
mit	O
denen	O
Sie	O
sich	O
ja	O
hinlänglich	O
beschäftigt	O
haben	O
.	O
Nun	O
möchte	O
ich	O
doch	O
aber	O
wieder	O
einmal	O
die	O
	O
schöne	O
Literatur	O
`	O
pflegen	O
.	O
Haben	O
Sie	O
gar	O
nichts	O
?	O
Wie	O
wäre	O
es	O
denn	O
mit	O
einer	O
kleinen	O
Liebesgeschichte	O
?	O
Überlegen	O
Sie	O
sich	O
das	O
mal	O
!	O
Das	O
Buch	O
soll	O
nicht	O
teuer	O
werden	O
	
und	O
ich	O
drucke	O
Ihnen	O
für	O
den	O
Anfang	O
zehntausend	O
Stück	O
.	O
Die	O
befreundeten	O
Sortimenter	O
sagen	O
mir	O
jedesmal	O
auf	RELATION
meinen	O
Reisen	RAUMTHEMA
	
wie	O
gern	O
die	O
Leute	O
so	O
etwas	O
lesen	O
.	O
Wie	O
ist	O
es	O
damit	O
?	O
Sie	O
haben	O
bei	RELATION
uns	RAUMHINWEIS
noch	O
46	O
RM	O
gut	O
--	O
wohin	RELATION
sollen	O
wir	O
Ihnen	O
die	O
überweisen	RELATIONALES VERB
?	O
Mit	O
den	O
besten	O
Grüßen	O
Ihr	O
-LRB-	O
Riesenschnörkel	O
-RRB-	O
Ernst	O
Rowohlt	O
10	O
.	O
Juni	O
Ja	O
	
eine	O
Liebesgeschichte	O
...	O
lieber	O
Meister	O
	
wie	O
denken	O
Sie	O
sich	O
das	O
?	O
In	O
der	O
heutigen	O
Zeit	O
Liebe	O
?	O
Lieben	O
Sie	O
?	O
Wer	O
liebt	O
denn	O
heute	O
noch	O
?	O
Dann	O
schon	O
lieber	O
eine	O
kleine	RAUMBESCHREIBUNG
Sommergeschichte	O
.	O
Die	O
Sache	O
ist	O
nicht	O
leicht	O
.	O
Sie	O
wissen	O
	
wie	O
sehr	O
es	O
mir	O
widerstrebt	O
	
die	O
Öffentlichkeit	RAUMHINWEIS
mit	O
meinem	O
persönlichen	O
Kram	O
zu	O
behelligen	O
--	O
das	O
fällt	RELATIONALES VERB
also	O
fort	RELATIONALES VERB
.	O
Außerdem	O
betrüge	O
ich	O
jede	O
Frau	O
mit	O
meiner	O
Schreibmaschine	O
und	O
erlebe	O
daher	O
nichts	O
Romantisches	O
.	O
Und	O
soll	O
ich	O
mir	O
die	O
Geschichte	O
vielleicht	O
ausdenken	O
?	O
Phantasie	O
haben	O
doch	O
nur	O
die	O
Geschäftsleute	O
	
wenn	O
sie	O
nicht	O
zahlen	O
können	O
.	O
Dann	O
fällt	O
ihnen	O
viel	O
ein	O
.	O
Unsereinem	O
...	O
Schreibe	O
ich	O
den	O
Leuten	O
nicht	O
ihren	O
Wunschtraum	O
-LRB-	O
	O
Die	O
Gräfin	O
raffte	RELATIONALES VERB
ihre	O
Silber-Robe	RAUMHINWEIS
	
würdigte	O
den	O
Grafen	O
keines	O
Blickes	RAUMHINWEIS
und	O
fiel	RELATIONALES VERB
die	O
Schloßtreppe	RAUMTHEMA
hinunter	RELATION
`	O
-RRB-	O
	
dann	O
bleibt	O
nur	O
noch	O
das	O
Propplem	O
über	O
die	O
Ehe	O
als	O
Zimmer-Gymnastik	RAUMHINWEIS
	
die	O
	O
Menschliche	O
Einstellung	O
`	O
und	O
all	O
das	O
Zeug	O
	
das	O
wir	O
nicht	O
mögen	O
.	O
Woher	RELATION
nehmen	RELATIONALES VERB
und	O
nicht	O
bei	RELATION
Villon	O
stehlen	RELATIONALES VERB
?	O
Da	O
wir	O
grade	O
von	O
Lyrik	O
sprechen	O
:	O
Wie	O
kommt	O
es	O
	
daß	O
Sie	O
in	O
§	O
9	O
unsres	O
Verlagsvertrages	O
15	O
Prozent	O
honorarfreie	O
Exemplare	O
berechnen	O
?	O
So	O
viel	O
Rezensionsexemplare	O
schicken	RELATIONALES VERB
Sie	O
doch	O
niemals	O
in	RELATION
die	O
Welt	ORT
hinaus	RELATION
!	O
So	O
jagen	RELATIONALES VERB
Sie	O
den	O
sauern	O
Schweiß	O
Ihrer	O
Autoren	O
durch	O
die	O
Gurgel	O
--	O
kein	O
Wunder	O
	
daß	O
Sie	O
auf	O
Samt	O
saufen	O
	
während	O
unsereiner	O
auf	RELATION
harten	RAUMBESCHREIBUNG
Bänken	RAUMHINWEIS
dünnes	RAUMBESCHREIBUNG
Bier	RAUMHINWEIS
schluckt	RELATIONALES VERB
.	O
Aber	O
so	O
ist	O
alles	O
.	O
Daß	O
Sie	O
mir	O
gut	O
sind	O
	
wußte	O
ich	O
.	O
Daß	O
Sie	O
mir	O
für	O
46	O
RM	O
gut	O
sind	O
	
erfreut	O
mein	O
Herz	O
.	O
Bitte	O
wie	O
gewöhnlich	O
an	RELATION
die	O
alte	O
Adresse	ORT
.	O
Übrigens	O
